file,agent_type,reassurance_type,reassurance_delivery_style,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-05-27T08-31-49__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep9.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-31-49__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep9.json,jtc,miscalibrated,process_focused,sequence_2,2,76.0,0,3,jtc / miscalibrated
2026-05-27T08-31-49__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep9.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-22-57__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep3.json,jtc,calibrated,confidence_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-22-57__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep3.json,jtc,calibrated,confidence_focused,sequence_2,2,66.0,1,3,jtc / calibrated
2026-05-27T08-22-57__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep3.json,jtc,calibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T09-07-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_1,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_1,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_1,3,67.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_1,4,88.0,1,4,nonjtc / miscalibrated
2026-05-27T08-12-56__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep3.json,jtc,calibrated,brief_naturalistic,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-12-56__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep3.json,jtc,calibrated,brief_naturalistic,sequence_1,2,64.0,1,3,jtc / calibrated
2026-05-27T08-12-56__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep3.json,jtc,calibrated,brief_naturalistic,sequence_1,3,84.0,1,3,jtc / calibrated
2026-05-27T08-23-14__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep5.json,jtc,calibrated,confidence_focused,sequence_2,1,60.0,1,3,jtc / calibrated
2026-05-27T08-23-14__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep5.json,jtc,calibrated,confidence_focused,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-23-14__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep5.json,jtc,calibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-41-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep9.json,nonjtc,calibrated,warm_supportive,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-41-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep9.json,nonjtc,calibrated,warm_supportive,sequence_1,2,24.0,1,4,nonjtc / calibrated
2026-05-27T08-41-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep9.json,nonjtc,calibrated,warm_supportive,sequence_1,3,58.0,1,4,nonjtc / calibrated
2026-05-27T08-41-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep9.json,nonjtc,calibrated,warm_supportive,sequence_1,4,82.0,1,4,nonjtc / calibrated
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,86.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,61.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,86.0,1,4,nonjtc / miscalibrated
2026-05-27T08-26-15__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep9.json,jtc,miscalibrated,brief_naturalistic,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-26-15__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep9.json,jtc,miscalibrated,brief_naturalistic,sequence_2,2,82.0,0,2,jtc / miscalibrated
2026-05-27T08-22-48__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep2.json,jtc,calibrated,confidence_focused,sequence_2,1,62.0,1,3,jtc / calibrated
2026-05-27T08-22-48__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep2.json,jtc,calibrated,confidence_focused,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-22-48__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep2.json,jtc,calibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-27-55__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep2.json,jtc,miscalibrated,warm_supportive,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-27-55__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep2.json,jtc,miscalibrated,warm_supportive,sequence_2,2,76.0,0,2,jtc / miscalibrated
2026-05-27T08-12-49__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep2.json,jtc,calibrated,brief_naturalistic,sequence_1,1,58.0,1,4,jtc / calibrated
2026-05-27T08-12-49__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep2.json,jtc,calibrated,brief_naturalistic,sequence_1,2,52.0,1,4,jtc / calibrated
2026-05-27T08-12-49__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep2.json,jtc,calibrated,brief_naturalistic,sequence_1,3,76.0,1,4,jtc / calibrated
2026-05-27T08-12-49__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep2.json,jtc,calibrated,brief_naturalistic,sequence_1,4,91.0,1,4,jtc / calibrated
2026-05-27T08-23-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep7.json,jtc,calibrated,confidence_focused,sequence_2,1,62.0,1,3,jtc / calibrated
2026-05-27T08-23-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep7.json,jtc,calibrated,confidence_focused,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-23-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep7.json,jtc,calibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-27-00__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep5.json,jtc,miscalibrated,warm_supportive,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-27-00__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep5.json,jtc,miscalibrated,warm_supportive,sequence_1,2,76.0,1,3,jtc / miscalibrated
2026-05-27T08-27-00__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep5.json,jtc,miscalibrated,warm_supportive,sequence_1,3,89.0,1,3,jtc / miscalibrated
2026-05-27T08-31-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep10.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-31-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep10.json,jtc,miscalibrated,process_focused,sequence_2,2,74.0,0,3,jtc / miscalibrated
2026-05-27T08-31-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep10.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-20-04__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep3.json,jtc,calibrated,process_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-20-04__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep3.json,jtc,calibrated,process_focused,sequence_2,2,67.0,1,3,jtc / calibrated
2026-05-27T08-20-04__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep3.json,jtc,calibrated,process_focused,sequence_2,3,82.0,1,3,jtc / calibrated
2026-05-27T08-21-49__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep5.json,jtc,calibrated,confidence_focused,sequence_1,1,62.0,1,3,jtc / calibrated
2026-05-27T08-21-49__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep5.json,jtc,calibrated,confidence_focused,sequence_1,2,68.0,1,3,jtc / calibrated
2026-05-27T08-21-49__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep5.json,jtc,calibrated,confidence_focused,sequence_1,3,86.0,1,3,jtc / calibrated
2026-05-27T09-01-12__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep2.json,nonjtc,miscalibrated,warm_supportive,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-01-12__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep2.json,nonjtc,miscalibrated,warm_supportive,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-01-12__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep2.json,nonjtc,miscalibrated,warm_supportive,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T09-01-12__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep2.json,nonjtc,miscalibrated,warm_supportive,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1,3,36.0,1,5,nonjtc / calibrated
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1,4,68.0,1,5,nonjtc / calibrated
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1,5,87.0,1,5,nonjtc / calibrated
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1,2,30.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1,3,45.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1,4,72.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1,5,86.0,1,5,nonjtc / miscalibrated
2026-05-27T08-13-31__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep7.json,jtc,calibrated,brief_naturalistic,sequence_1,1,58.0,1,4,jtc / calibrated
2026-05-27T08-13-31__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep7.json,jtc,calibrated,brief_naturalistic,sequence_1,2,52.0,1,4,jtc / calibrated
2026-05-27T08-13-31__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep7.json,jtc,calibrated,brief_naturalistic,sequence_1,3,76.0,1,4,jtc / calibrated
2026-05-27T08-13-31__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep7.json,jtc,calibrated,brief_naturalistic,sequence_1,4,91.0,1,4,jtc / calibrated
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2,3,43.0,1,5,nonjtc / calibrated
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2,4,61.0,1,5,nonjtc / calibrated
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2,5,84.0,1,5,nonjtc / calibrated
2026-05-27T08-34-33__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep9.json,jtc,miscalibrated,confidence_focused,sequence_2,1,62.0,1,3,jtc / miscalibrated
2026-05-27T08-34-33__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep9.json,jtc,miscalibrated,confidence_focused,sequence_2,2,78.0,1,3,jtc / miscalibrated
2026-05-27T08-34-33__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep9.json,jtc,miscalibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / miscalibrated
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2,3,58.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2,4,72.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2,5,84.0,1,5,nonjtc / miscalibrated
2026-05-27T08-18-56__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep5.json,jtc,calibrated,process_focused,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-18-56__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep5.json,jtc,calibrated,process_focused,sequence_1,2,64.0,1,3,jtc / calibrated
2026-05-27T08-18-56__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep5.json,jtc,calibrated,process_focused,sequence_1,3,86.0,1,3,jtc / calibrated
2026-05-27T08-24-46__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_1,1,62.0,1,3,jtc / miscalibrated
2026-05-27T08-24-46__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_1,2,78.0,1,3,jtc / miscalibrated
2026-05-27T08-24-46__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_1,3,91.0,1,3,jtc / miscalibrated
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2,3,58.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2,4,76.0,1,5,nonjtc / miscalibrated
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2,5,86.0,1,5,nonjtc / miscalibrated
2026-05-27T08-15-13__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep8.json,jtc,calibrated,brief_naturalistic,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-15-13__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep8.json,jtc,calibrated,brief_naturalistic,sequence_2,2,62.0,1,3,jtc / calibrated
2026-05-27T08-15-13__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep8.json,jtc,calibrated,brief_naturalistic,sequence_2,3,81.0,1,3,jtc / calibrated
2026-05-27T08-18-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep4.json,jtc,calibrated,process_focused,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-18-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep4.json,jtc,calibrated,process_focused,sequence_1,2,61.0,1,3,jtc / calibrated
2026-05-27T08-18-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep4.json,jtc,calibrated,process_focused,sequence_1,3,84.0,1,3,jtc / calibrated
2026-05-27T08-20-54__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep9.json,jtc,calibrated,process_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-20-54__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep9.json,jtc,calibrated,process_focused,sequence_2,2,64.0,1,3,jtc / calibrated
2026-05-27T08-20-54__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep9.json,jtc,calibrated,process_focused,sequence_2,3,82.0,1,3,jtc / calibrated
2026-05-27T08-26-34__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep2.json,jtc,miscalibrated,warm_supportive,sequence_1,1,62.0,1,2,jtc / miscalibrated
2026-05-27T08-26-34__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep2.json,jtc,miscalibrated,warm_supportive,sequence_1,2,81.0,1,2,jtc / miscalibrated
2026-05-27T08-22-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep10.json,jtc,calibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-22-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep10.json,jtc,calibrated,confidence_focused,sequence_1,2,64.0,1,3,jtc / calibrated
2026-05-27T08-22-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep10.json,jtc,calibrated,confidence_focused,sequence_1,3,84.0,1,3,jtc / calibrated
2026-05-27T08-14-23__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep3.json,jtc,calibrated,brief_naturalistic,sequence_2,1,58.0,1,4,jtc / calibrated
2026-05-27T08-14-23__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep3.json,jtc,calibrated,brief_naturalistic,sequence_2,2,52.0,1,4,jtc / calibrated
2026-05-27T08-14-23__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep3.json,jtc,calibrated,brief_naturalistic,sequence_2,3,68.0,1,4,jtc / calibrated
2026-05-27T08-14-23__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep3.json,jtc,calibrated,brief_naturalistic,sequence_2,4,86.0,1,4,jtc / calibrated
2026-05-27T08-29-29__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep3.json,jtc,miscalibrated,process_focused,sequence_1,1,60.0,1,3,jtc / miscalibrated
2026-05-27T08-29-29__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep3.json,jtc,miscalibrated,process_focused,sequence_1,2,78.0,1,3,jtc / miscalibrated
2026-05-27T08-29-29__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep3.json,jtc,miscalibrated,process_focused,sequence_1,3,92.0,1,3,jtc / miscalibrated
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,sequence_1,1,12.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,sequence_1,2,24.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,sequence_1,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,sequence_1,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-58-29__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep10.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T08-58-29__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep10.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T08-58-29__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep10.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T08-58-29__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep10.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-31-40__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep8.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-31-40__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep8.json,jtc,miscalibrated,process_focused,sequence_2,2,74.0,0,3,jtc / miscalibrated
2026-05-27T08-31-40__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep8.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-55-42__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T08-55-42__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T08-55-42__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T08-55-42__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-57-02__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T08-57-02__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,2,28.0,1,5,nonjtc / miscalibrated
2026-05-27T08-57-02__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,3,58.0,1,5,nonjtc / miscalibrated
2026-05-27T08-57-02__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2,4,74.0,1,5,nonjtc / miscalibrated
